Source,Target,Type,Id,Label,Interval,Weight
2120,1081,Directed,257,,,1
1750,325,Directed,258,,,1
3079,325,Directed,259,,,1
1752,325,Directed,260,,,1
1753,325,Directed,261,,,1
1754,325,Directed,262,,,1
1755,325,Directed,263,,,1
1756,325,Directed,264,,,1
1757,325,Directed,265,,,1
1758,325,Directed,266,,,1
1759,325,Directed,267,,,1
1760,325,Directed,268,,,1
1761,325,Directed,269,,,1
3958,325,Directed,270,,,1
1763,325,Directed,271,,,1
1764,325,Directed,272,,,1
3189,187,Directed,273,,,1
3581,187,Directed,274,,,1
2462,187,Directed,275,,,1
3921,187,Directed,276,,,1
3120,187,Directed,277,,,1
3638,210,Directed,278,,,1
2569,210,Directed,279,,,1
3704,36,Directed,280,,,1
1776,36,Directed,281,,,1
3720,475,Directed,282,,,1
1792,390,Directed,283,,,1
3129,390,Directed,284,,,1
3632,390,Directed,285,,,1
1795,390,Directed,286,,,1
3813,390,Directed,287,,,1
3130,390,Directed,288,,,1
3519,390,Directed,289,,,1
1799,390,Directed,290,,,1
3520,390,Directed,291,,,1
1801,390,Directed,292,,,1
1802,390,Directed,293,,,1
1803,390,Directed,294,,,1
1804,390,Directed,295,,,1
1805,390,Directed,296,,,1
1806,390,Directed,297,,,1
1807,390,Directed,298,,,1
1808,390,Directed,299,,,1
1809,390,Directed,300,,,1
3858,796,Directed,301,,,1
3887,796,Directed,302,,,1
1852,796,Directed,303,,,1
3164,828,Directed,304,,,1
2920,969,Directed,305,,,1
3958,873,Directed,306,,,1
3608,873,Directed,307,,,1
3780,114,Directed,308,,,1
3709,114,Directed,309,,,1
3823,114,Directed,310,,,1
3160,114,Directed,311,,,1
1868,114,Directed,312,,,1
1869,114,Directed,313,,,1
3335,114,Directed,314,,,1
1871,114,Directed,315,,,1
3522,114,Directed,316,,,1
3720,114,Directed,317,,,1
3249,114,Directed,318,,,1
1875,114,Directed,319,,,1
3781,114,Directed,320,,,1
3250,114,Directed,321,,,1
2309,114,Directed,322,,,1
1879,114,Directed,323,,,1
1880,114,Directed,324,,,1
2441,114,Directed,325,,,1
3251,114,Directed,326,,,1
1883,114,Directed,327,,,1
1884,114,Directed,328,,,1
3782,114,Directed,329,,,1
1886,114,Directed,330,,,1
1887,114,Directed,331,,,1
1888,114,Directed,332,,,1
2809,114,Directed,333,,,1
3957,114,Directed,334,,,1
3204,114,Directed,335,,,1
2840,114,Directed,336,,,1
3580,114,Directed,337,,,1
1894,114,Directed,338,,,1
2842,114,Directed,339,,,1
1896,114,Directed,340,,,1
3446,114,Directed,341,,,1
3921,961,Directed,342,,,1
3915,42,Directed,343,,,1
3459,42,Directed,344,,,1
1907,42,Directed,345,,,1
2711,42,Directed,346,,,1
3472,42,Directed,347,,,1
3481,42,Directed,348,,,1
2715,42,Directed,349,,,1
3801,1289,Directed,350,,,1
2565,122,Directed,351,,,1
2285,122,Directed,352,,,1
1935,122,Directed,353,,,1
1936,122,Directed,354,,,1
1937,122,Directed,355,,,1
2685,122,Directed,356,,,1
1939,122,Directed,357,,,1
3704,37,Directed,358,,,1
1942,37,Directed,359,,,1
1943,37,Directed,360,,,1
1944,37,Directed,361,,,1
1945,37,Directed,362,,,1
1946,37,Directed,363,,,1
3738,633,Directed,364,,,1
3146,342,Directed,365,,,1
3356,191,Directed,366,,,1
3806,191,Directed,367,,,1
1955,322,Directed,368,,,1
3078,322,Directed,369,,,1
3283,974,Directed,370,,,1
2685,1227,Directed,371,,,1
3828,871,Directed,372,,,1
3523,482,Directed,373,,,1
3523,483,Directed,374,,,1
3286,483,Directed,375,,,1
3514,231,Directed,376,,,1
1967,616,Directed,377,,,1
3377,616,Directed,378,,,1
3720,476,Directed,379,,,1
3523,476,Directed,380,,,1
3192,165,Directed,381,,,1
3851,165,Directed,382,,,1
2850,165,Directed,383,,,1
3792,702,Directed,384,,,1
1990,55,Directed,385,,,1
3712,55,Directed,386,,,1
1992,55,Directed,387,,,1
3844,55,Directed,388,,,1
1994,55,Directed,389,,,1
2985,55,Directed,390,,,1
1996,55,Directed,391,,,1
2904,55,Directed,392,,,1
1998,55,Directed,393,,,1
2049,55,Directed,394,,,1
2000,55,Directed,395,,,1
3821,55,Directed,396,,,1
2214,55,Directed,397,,,1
3555,55,Directed,398,,,1
2004,55,Directed,399,,,1
2005,55,Directed,400,,,1
3795,55,Directed,401,,,1
3306,55,Directed,402,,,1
2008,55,Directed,403,,,1
2009,55,Directed,404,,,1
2010,55,Directed,405,,,1
2011,55,Directed,406,,,1
2012,55,Directed,407,,,1
3798,55,Directed,408,,,1
2127,55,Directed,409,,,1
2015,55,Directed,410,,,1
2016,55,Directed,411,,,1
2017,55,Directed,412,,,1
2018,55,Directed,413,,,1
2019,55,Directed,414,,,1
3799,55,Directed,415,,,1
2021,55,Directed,416,,,1
3800,55,Directed,417,,,1
2023,55,Directed,418,,,1
2024,55,Directed,419,,,1
2025,55,Directed,420,,,1
2026,55,Directed,421,,,1
2027,55,Directed,422,,,1
2028,55,Directed,423,,,1
2029,55,Directed,424,,,1
2030,55,Directed,425,,,1
3129,419,Directed,426,,,1
3519,419,Directed,427,,,1
3520,419,Directed,428,,,1
2035,419,Directed,429,,,1
3706,751,Directed,430,,,1
3331,751,Directed,431,,,1
2039,751,Directed,432,,,1
3293,751,Directed,433,,,1
3567,751,Directed,434,,,1
2042,751,Directed,435,,,1
2049,405,Directed,436,,,1
2049,406,Directed,437,,,1
3854,1099,Directed,438,,,1
2907,882,Directed,439,,,1
3780,115,Directed,440,,,1
2055,87,Directed,441,,,1
3985,87,Directed,442,,,1
2057,87,Directed,443,,,1
2979,87,Directed,444,,,1
2059,87,Directed,445,,,1
2980,87,Directed,446,,,1
3429,87,Directed,447,,,1
3928,87,Directed,448,,,1
2063,87,Directed,449,,,1
3930,87,Directed,450,,,1
2065,87,Directed,451,,,1
3220,87,Directed,452,,,1
3180,87,Directed,453,,,1
2254,87,Directed,454,,,1
2069,87,Directed,455,,,1
2576,87,Directed,456,,,1
2983,87,Directed,457,,,1
2984,87,Directed,458,,,1
2073,87,Directed,459,,,1
2074,87,Directed,460,,,1
2075,87,Directed,461,,,1
2076,87,Directed,462,,,1
3702,87,Directed,463,,,1
2635,87,Directed,464,,,1
2555,87,Directed,465,,,1
2080,87,Directed,466,,,1
2081,87,Directed,467,,,1
2203,409,Directed,468,,,1
3599,403,Directed,469,,,1
3236,284,Directed,470,,,1
3289,363,Directed,471,,,1
2099,386,Directed,472,,,1
2847,535,Directed,473,,,1
2105,467,Directed,474,,,1
3730,467,Directed,475,,,1
3731,467,Directed,476,,,1
2120,1082,Directed,477,,,1
3759,301,Directed,478,,,1
2122,414,Directed,479,,,1
2123,414,Directed,480,,,1
2124,414,Directed,481,,,1
3887,414,Directed,482,,,1
2640,414,Directed,483,,,1
2127,414,Directed,484,,,1
2128,414,Directed,485,,,1
2129,414,Directed,486,,,1
3842,454,Directed,487,,,1
3958,454,Directed,488,,,1
3236,285,Directed,489,,,1
3237,285,Directed,490,,,1
3892,285,Directed,491,,,1
2136,285,Directed,492,,,1
2137,285,Directed,493,,,1
3142,285,Directed,494,,,1
2139,285,Directed,495,,,1
2140,285,Directed,496,,,1
2141,285,Directed,497,,,1
2143,429,Directed,498,,,1
3974,429,Directed,499,,,1
3626,429,Directed,500,,,1
3627,429,Directed,501,,,1
2149,426,Directed,502,,,1
2792,426,Directed,503,,,1
2434,902,Directed,504,,,1
3246,248,Directed,505,,,1
3249,248,Directed,506,,,1
2157,248,Directed,507,,,1
3806,248,Directed,508,,,1
3477,1181,Directed,509,,,1
3306,888,Directed,510,,,1
3759,302,Directed,511,,,1
2169,302,Directed,512,,,1
3599,302,Directed,513,,,1
2171,302,Directed,514,,,1
2172,302,Directed,515,,,1
2173,302,Directed,516,,,1
2174,302,Directed,517,,,1
2705,302,Directed,518,,,1
2176,302,Directed,519,,,1
2177,302,Directed,520,,,1
3020,302,Directed,521,,,1
3792,703,Directed,522,,,1
2180,703,Directed,523,,,1
3143,703,Directed,524,,,1
2182,220,Directed,525,,,1
3145,220,Directed,526,,,1
2184,220,Directed,527,,,1
2185,220,Directed,528,,,1
2186,220,Directed,529,,,1
2187,220,Directed,530,,,1
3070,220,Directed,531,,,1
3074,220,Directed,532,,,1
2190,220,Directed,533,,,1
2191,220,Directed,534,,,1
2192,220,Directed,535,,,1
2193,220,Directed,536,,,1
2194,220,Directed,537,,,1
2195,220,Directed,538,,,1
2335,220,Directed,539,,,1
2197,220,Directed,540,,,1
2198,220,Directed,541,,,1
2199,306,Directed,542,,,1
2651,306,Directed,543,,,1
2652,306,Directed,544,,,1
3403,306,Directed,545,,,1
2203,306,Directed,546,,,1
3657,306,Directed,547,,,1
3638,211,Directed,548,,,1
2206,211,Directed,549,,,1
3555,817,Directed,550,,,1
2214,560,Directed,551,,,1
3822,560,Directed,552,,,1
2216,560,Directed,553,,,1
2217,968,Directed,554,,,1
2809,968,Directed,555,,,1
2219,968,Directed,556,,,1
2220,968,Directed,557,,,1
2968,434,Directed,558,,,1
3805,744,Directed,559,,,1
3164,744,Directed,560,,,1
2229,744,Directed,561,,,1
3958,874,Directed,562,,,1
3063,448,Directed,563,,,1
2235,448,Directed,564,,,1
2236,448,Directed,565,,,1
2237,448,Directed,566,,,1
2238,448,Directed,567,,,1
2239,448,Directed,568,,,1
3113,448,Directed,569,,,1
2241,448,Directed,570,,,1
3852,202,Directed,571,,,1
2244,202,Directed,572,,,1
2245,202,Directed,573,,,1
2246,202,Directed,574,,,1
2247,202,Directed,575,,,1
2248,202,Directed,576,,,1
2249,202,Directed,577,,,1
2250,202,Directed,578,,,1
2251,202,Directed,579,,,1
2252,202,Directed,580,,,1
2253,202,Directed,581,,,1
2254,996,Directed,582,,,1
2420,523,Directed,583,,,1
3555,818,Directed,584,,,1
3958,875,Directed,585,,,1
3917,959,Directed,586,,,1
3854,1100,Directed,587,,,1
2285,305,Directed,588,,,1
3915,43,Directed,589,,,1
2290,43,Directed,590,,,1
3467,43,Directed,591,,,1
2420,524,Directed,592,,,1
3780,116,Directed,593,,,1
3780,117,Directed,594,,,1
3159,117,Directed,595,,,1
3246,117,Directed,596,,,1
3390,117,Directed,597,,,1
3248,117,Directed,598,,,1
3523,117,Directed,599,,,1
2306,117,Directed,600,,,1
2307,117,Directed,601,,,1
3162,117,Directed,602,,,1
2309,117,Directed,603,,,1
3332,691,Directed,604,,,1
2517,691,Directed,605,,,1
3332,692,Directed,606,,,1
3580,692,Directed,607,,,1
3377,928,Directed,608,,,1
2907,883,Directed,609,,,1
3315,340,Directed,610,,,1
2328,340,Directed,611,,,1
3210,340,Directed,612,,,1
2330,340,Directed,613,,,1
2331,384,Directed,614,,,1
3248,384,Directed,615,,,1
3250,384,Directed,616,,,1
3180,384,Directed,617,,,1
2335,384,Directed,618,,,1
2984,1040,Directed,619,,,1
2423,585,Directed,620,,,1
3893,1048,Directed,621,,,1
3941,1048,Directed,622,,,1
2971,184,Directed,623,,,1
3496,663,Directed,624,,,1
2601,331,Directed,625,,,1
2380,331,Directed,626,,,1
2386,550,Directed,627,,,1
2761,550,Directed,628,,,1
3704,38,Directed,629,,,1
2968,38,Directed,630,,,1
3943,978,Directed,631,,,1
3824,1089,Directed,632,,,1
3137,422,Directed,633,,,1
3638,212,Directed,634,,,1
2418,86,Directed,635,,,1
2419,86,Directed,636,,,1
2420,86,Directed,637,,,1
2421,86,Directed,638,,,1
2422,86,Directed,639,,,1
2423,86,Directed,640,,,1
2424,86,Directed,641,,,1
3073,86,Directed,642,,,1
3974,86,Directed,643,,,1
2427,86,Directed,644,,,1
3113,606,Directed,645,,,1
3729,446,Directed,646,,,1
2434,446,Directed,647,,,1
2569,316,Directed,648,,,1
2437,224,Directed,649,,,1
3335,224,Directed,650,,,1
2439,224,Directed,651,,,1
3440,224,Directed,652,,,1
2441,224,Directed,653,,,1
2983,224,Directed,654,,,1
3957,224,Directed,655,,,1
2444,224,Directed,656,,,1
2548,411,Directed,657,,,1
3581,411,Directed,658,,,1
3825,411,Directed,659,,,1
2462,411,Directed,660,,,1
2463,411,Directed,661,,,1
3921,411,Directed,662,,,1
3120,411,Directed,663,,,1
3957,1066,Directed,664,,,1
2468,280,Directed,665,,,1
2469,280,Directed,666,,,1
3496,280,Directed,667,,,1
2471,280,Directed,668,,,1
3894,940,Directed,669,,,1
3608,940,Directed,670,,,1
2477,940,Directed,671,,,1
2478,940,Directed,672,,,1
2479,940,Directed,673,,,1
3728,238,Directed,674,,,1
2483,238,Directed,675,,,1
2492,602,Directed,676,,,1
3377,602,Directed,677,,,1
3646,602,Directed,678,,,1
2495,602,Directed,679,,,1
2504,177,Directed,680,,,1
3371,177,Directed,681,,,1
2506,177,Directed,682,,,1
2507,125,Directed,683,,,1
2566,125,Directed,684,,,1
2509,125,Directed,685,,,1
2510,125,Directed,686,,,1
2511,125,Directed,687,,,1
2512,125,Directed,688,,,1
2513,125,Directed,689,,,1
2514,125,Directed,690,,,1
2517,884,Directed,691,,,1
2979,540,Directed,692,,,1
3283,975,Directed,693,,,1
2525,128,Directed,694,,,1
3553,128,Directed,695,,,1
3805,745,Directed,696,,,1
2568,227,Directed,697,,,1
3895,227,Directed,698,,,1
3285,227,Directed,699,,,1
2981,665,Directed,700,,,1
3542,930,Directed,701,,,1
2541,930,Directed,702,,,1
3986,960,Directed,703,,,1
2544,65,Directed,704,,,1
3983,65,Directed,705,,,1
3984,65,Directed,706,,,1
2547,65,Directed,707,,,1
2548,65,Directed,708,,,1
2549,65,Directed,709,,,1
2550,65,Directed,710,,,1
2551,65,Directed,711,,,1
3406,65,Directed,712,,,1
3904,65,Directed,713,,,1
2554,65,Directed,714,,,1
2555,65,Directed,715,,,1
3743,1078,Directed,716,,,1
3941,1072,Directed,717,,,1
2565,123,Directed,718,,,1
3470,123,Directed,719,,,1
2560,123,Directed,720,,,1
2561,123,Directed,721,,,1
2565,124,Directed,722,,,1
2566,127,Directed,723,,,1
2568,228,Directed,724,,,1
2568,229,Directed,725,,,1
2569,317,Directed,726,,,1
3720,477,Directed,727,,,1
3858,797,Directed,728,,,1
3203,797,Directed,729,,,1
3731,486,Directed,730,,,1
2576,1027,Directed,731,,,1
3749,216,Directed,732,,,1
3283,216,Directed,733,,,1
2585,216,Directed,734,,,1
2601,332,Directed,735,,,1
2602,332,Directed,736,,,1
3893,332,Directed,737,,,1
2604,332,Directed,738,,,1
3743,332,Directed,739,,,1
2606,332,Directed,740,,,1
2607,332,Directed,741,,,1
3821,556,Directed,742,,,1
2614,101,Directed,743,,,1
3560,101,Directed,744,,,1
2616,101,Directed,745,,,1
3964,146,Directed,746,,,1
3792,146,Directed,747,,,1
2619,146,Directed,748,,,1
3143,146,Directed,749,,,1
3560,146,Directed,750,,,1
2622,146,Directed,751,,,1
2623,146,Directed,752,,,1
2625,1238,Directed,753,,,1
2635,1232,Directed,754,,,1
2640,1136,Directed,755,,,1
3402,1303,Directed,756,,,1
2923,1012,Directed,757,,,1
3920,852,Directed,758,,,1
2645,526,Directed,759,,,1
3377,526,Directed,760,,,1
3180,919,Directed,761,,,1
2648,919,Directed,762,,,1
2649,919,Directed,763,,,1
2651,307,Directed,764,,,1
2652,307,Directed,765,,,1
3511,491,Directed,766,,,1
3513,491,Directed,767,,,1
3511,492,Directed,768,,,1
3318,470,Directed,769,,,1
3523,470,Directed,770,,,1
2985,374,Directed,771,,,1
2813,685,Directed,772,,,1
2816,685,Directed,773,,,1
3357,748,Directed,774,,,1
3318,471,Directed,775,,,1
2675,471,Directed,776,,,1
3958,876,Directed,777,,,1
3821,557,Directed,778,,,1
2685,1228,Directed,779,,,1
3821,558,Directed,780,,,1
2687,401,Directed,781,,,1
3599,401,Directed,782,,,1
3792,401,Directed,783,,,1
2690,401,Directed,784,,,1
3831,289,Directed,785,,,1
3653,502,Directed,786,,,1
2705,716,Directed,787,,,1
3170,76,Directed,788,,,1
3459,324,Directed,789,,,1
2711,324,Directed,790,,,1
3473,324,Directed,791,,,1
3480,324,Directed,792,,,1
3481,324,Directed,793,,,1
2715,324,Directed,794,,,1
2716,324,Directed,795,,,1
2971,185,Directed,796,,,1
2722,185,Directed,797,,,1
2870,185,Directed,798,,,1
2724,185,Directed,799,,,1
2974,185,Directed,800,,,1
2975,185,Directed,801,,,1
2727,185,Directed,802,,,1
3427,185,Directed,803,,,1
2976,185,Directed,804,,,1
2730,185,Directed,805,,,1
2731,185,Directed,806,,,1
2732,185,Directed,807,,,1
3163,947,Directed,808,,,1
3429,667,Directed,809,,,1
3292,868,Directed,810,,,1
2740,47,Directed,811,,,1
2741,47,Directed,812,,,1
3823,47,Directed,813,,,1
2743,47,Directed,814,,,1
2744,47,Directed,815,,,1
3495,47,Directed,816,,,1
2746,47,Directed,817,,,1
2747,47,Directed,818,,,1
2748,47,Directed,819,,,1
2847,47,Directed,820,,,1
2750,47,Directed,821,,,1
3332,47,Directed,822,,,1
3677,47,Directed,823,,,1
2799,47,Directed,824,,,1
3156,47,Directed,825,,,1
3839,47,Directed,826,,,1
2756,47,Directed,827,,,1
2757,47,Directed,828,,,1
2758,47,Directed,829,,,1
2759,47,Directed,830,,,1
3163,47,Directed,831,,,1
2761,47,Directed,832,,,1
2762,47,Directed,833,,,1
2763,47,Directed,834,,,1
2764,47,Directed,835,,,1
2765,47,Directed,836,,,1
2766,47,Directed,837,,,1
2767,47,Directed,838,,,1
2768,47,Directed,839,,,1
2769,47,Directed,840,,,1
2770,47,Directed,841,,,1
2771,47,Directed,842,,,1
2772,47,Directed,843,,,1
2773,47,Directed,844,,,1
2774,47,Directed,845,,,1
2775,47,Directed,846,,,1
2776,47,Directed,847,,,1
3806,942,Directed,848,,,1
3408,982,Directed,849,,,1
3409,982,Directed,850,,,1
3268,252,Directed,851,,,1
3957,1067,Directed,852,,,1
3397,1067,Directed,853,,,1
2792,736,Directed,854,,,1
3180,736,Directed,855,,,1
2794,736,Directed,856,,,1
2795,736,Directed,857,,,1
3637,736,Directed,858,,,1
2799,742,Directed,859,,,1
3895,742,Directed,860,,,1
3803,742,Directed,861,,,1
3681,369,Directed,862,,,1
3682,369,Directed,863,,,1
2805,369,Directed,864,,,1
3402,369,Directed,865,,,1
3246,249,Directed,866,,,1
2808,1050,Directed,867,,,1
2809,1050,Directed,868,,,1
2812,110,Directed,869,,,1
2813,110,Directed,870,,,1
2814,110,Directed,871,,,1
2815,110,Directed,872,,,1
2816,110,Directed,873,,,1
3943,110,Directed,874,,,1
2818,110,Directed,875,,,1
2819,368,Directed,876,,,1
2824,314,Directed,877,,,1
3677,314,Directed,878,,,1
3492,314,Directed,879,,,1
2827,314,Directed,880,,,1
3708,155,Directed,881,,,1
2834,155,Directed,882,,,1
2835,155,Directed,883,,,1
2836,155,Directed,884,,,1
3250,155,Directed,885,,,1
2838,155,Directed,886,,,1
3396,155,Directed,887,,,1
2840,155,Directed,888,,,1
3580,155,Directed,889,,,1
2842,155,Directed,890,,,1
3250,794,Directed,891,,,1
3162,670,Directed,892,,,1
2847,536,Directed,893,,,1
3113,607,Directed,894,,,1
3472,607,Directed,895,,,1
2850,607,Directed,896,,,1
2851,607,Directed,897,,,1
2852,607,Directed,898,,,1
3919,1091,Directed,899,,,1
3343,245,Directed,900,,,1
2856,245,Directed,901,,,1
2857,245,Directed,902,,,1
2858,245,Directed,903,,,1
3567,245,Directed,904,,,1
3749,217,Directed,905,,,1
3897,217,Directed,906,,,1
2867,180,Directed,907,,,1
2868,180,Directed,908,,,1
2869,180,Directed,909,,,1
2870,180,Directed,910,,,1
3237,287,Directed,911,,,1
3842,287,Directed,912,,,1
3675,310,Directed,913,,,1
3842,455,Directed,914,,,1
3332,693,Directed,915,,,1
3332,694,Directed,916,,,1
3555,819,Directed,917,,,1
3609,576,Directed,918,,,1
2887,1145,Directed,919,,,1
2888,1145,Directed,920,,,1
3160,200,Directed,921,,,1
2896,200,Directed,922,,,1
3268,200,Directed,923,,,1
3317,200,Directed,924,,,1
2899,200,Directed,925,,,1
3189,188,Directed,926,,,1
